,Source,Target,Weight
69917,msmsms213,ma_mwa,892
69918,msmsms213,silphtv,1325
69919,msmsms213,yd0821,3917
69920,msmsms213,95pingman,6936
69921,msmsms213,nanayango3o,1193
69922,msmsms213,kumikomii,3657
69923,msmsms213,kuiki771,1449
69924,msmsms213,s1032204,881
69926,msmsms213,dda_ju,767
69948,gamersclubcs,gafallen,609
69987,jinu6734,gongparipa,5675
69989,jinu6734,zzamtiger0310,555
69990,jinu6734,saddummy,4605
69991,jinu6734,nodolly,3941
69993,jinu6734,flurry1989,1032
69994,jinu6734,kss7749,796
69995,jinu6734,zilioner,1800
69996,jinu6734,looksam,1371
69997,jinu6734,runner0608,3770
69998,jinu6734,sal_gu,2182
69999,jinu6734,portialyn,1251
70000,jinu6734,sah_yang,7132
70001,jinu6734,alenenwooptv,871
70002,jinu6734,sn400ja,1100
70003,jinu6734,nokduro,2675
70004,jinu6734,mlchoins,1125
70005,jinu6734,paka9999,1905
70006,jinu6734,kimdduddi,11566
70007,jinu6734,ch1ckenkun,2219
70008,jinu6734,sooflower,1089
70009,jinu6734,magenta62,1434
70010,jinu6734,aba4647,937
70011,jinu6734,ma_mwa,3462
70012,jinu6734,mister903,1152
70013,jinu6734,silphtv,7326
70014,jinu6734,crazzyccat,554
70015,jinu6734,hatsalsal,864
70016,jinu6734,xkwhd,772
70017,jinu6734,yd0821,1468
70018,jinu6734,95pingman,3604
70019,jinu6734,nanayango3o,10159
70020,jinu6734,tranth,605
70021,jinu6734,kumikomii,9696
70022,jinu6734,kuiki771,9454
70023,jinu6734,s1032204,8202
70024,jinu6734,inecr7024,677
70026,jinu6734,dda_ju,5050
70027,jinu6734,rkdthdus930,1902
70028,jinu6734,jungtaejune,523
70084,cidcidoso,sacy,1104
70089,cidcidoso,pimpimenta,879
70091,cidcidoso,shroud,1174
70095,cidcidoso,gafallen,1241
70096,cidcidoso,alanzoka,7978
70097,cidcidoso,oestagiario,2574
70098,cidcidoso,yayahuz,2959
70298,m0xyy,kragiee,3822
70306,m0xyy,buddha,2086
70310,m0xyy,pokelawls,7572
70311,m0xyy,dapr,573
70313,m0xyy,koil,684
70318,m0xyy,lilypichu,1193
70319,m0xyy,roflgator,2694
70323,m0xyy,taxi2g,1475
70324,m0xyy,39daph,3588
70327,m0xyy,loltyler1,4606
70332,m0xyy,sleepy,1802
70333,m0xyy,forsen,6494
70336,m0xyy,harbleu,1657
70337,m0xyy,shroud,7098
70340,m0xyy,zackrawrr,1334
70342,m0xyy,tarik,1158
70343,m0xyy,cyr,2234
70345,m0xyy,bnans,674
70346,m0xyy,adeptthebest,1507
70348,m0xyy,aceu,2954
70349,m0xyy,pokimane,3230
70351,m0xyy,lol_nemesis,844
70354,m0xyy,moistcr1tikal,2558
70359,m0xyy,mang0,734
70360,m0xyy,dogdog,769
70364,m0xyy,nyanners,577
70366,sujagg,rickyedit,4551
70372,sujagg,auronplay,10535
70374,sujagg,blanchitooo,2505
70378,sujagg,dapr,567
70390,sujagg,shroud,1102
70391,sujagg,deyyszn,1831
70396,sujagg,ibai,16238
70398,sujagg,alexelcapo,616
70406,sujagg,knekro,1019
70409,sujagg,valorant_la,906
70412,sujagg,yosoyricklive,762
70689,sasatikk,reitathefps,1865
70690,sasatikk,valorant_jpn,11663
70691,sasatikk,alfrea,2272
70692,sasatikk,alelu,1893
70694,sasatikk,shroud,2305
70695,sasatikk,dasoku_aniki,3225
70697,sasatikk,mokouliszt1,837
70698,sasatikk,aceu,810
70699,sasatikk,surugamonkey0113,6019
70700,sasatikk,stylishnoob4,23951
70708,komanche,auronplay,13233
70716,komanche,ibai,9366
70727,iddqd,buddha,4300
70728,iddqd,koil,2588
70732,iddqd,fuslie,530
70736,iddqd,bananabrea,1458
70737,iddqd,shroud,1399
70739,iddqd,cyr,680
70740,iddqd,adeptthebest,2424
70769,gongparipa,saddummy,2367
70770,gongparipa,nodolly,1123
70771,gongparipa,zilioner,1271
70772,gongparipa,runner0608,1817
70773,gongparipa,sal_gu,756
70774,gongparipa,portialyn,516
70775,gongparipa,sah_yang,3875
70776,gongparipa,sn400ja,587
70777,gongparipa,nokduro,1156
70778,gongparipa,mlchoins,504
70779,gongparipa,paka9999,1220
70780,gongparipa,kimdduddi,2897
70781,gongparipa,ch1ckenkun,931
70782,gongparipa,sooflower,860
70783,gongparipa,magenta62,2014
70784,gongparipa,aba4647,918
70785,gongparipa,ma_mwa,2255
70786,gongparipa,mister903,959
70787,gongparipa,silphtv,2732
70788,gongparipa,hatsalsal,502
70789,gongparipa,yd0821,2211
70790,gongparipa,95pingman,4113
70791,gongparipa,nanayango3o,4130
70792,gongparipa,kumikomii,5952
70793,gongparipa,kuiki771,4207
70794,gongparipa,s1032204,4035
70796,gongparipa,rainblue37,516
70797,gongparipa,dda_ju,1948
70798,gongparipa,rkdthdus930,734
71046,kragiee,pokelawls,795
71048,kragiee,39daph,585
71050,kragiee,loltyler1,845
71053,kragiee,sleepy,1769
71054,kragiee,forsen,892
71056,kragiee,harbleu,2596
71057,kragiee,shroud,2614
71059,kragiee,aceu,755
71060,kragiee,pokimane,583
71061,kragiee,moistcr1tikal,533
71072,slop3,shroud,1064
71110,rickyedit,auronplay,4256
71111,rickyedit,blanchitooo,1028
71119,rickyedit,ibai,8276
71121,rickyedit,alexelcapo,555
71125,rickyedit,knekro,787
71128,rlgus1006,saddummy,680
71130,rlgus1006,zilioner,1358
71131,rlgus1006,nokduro,816
71132,rlgus1006,paka9999,4091
71133,rlgus1006,aba4647,3101
71134,rlgus1006,crazzyccat,738
71135,rlgus1006,xkwhd,2389
71184,sacy,dapr,784
71188,sacy,pimpimenta,1619
71189,sacy,absoluttlol,730
71191,sacy,shroud,4466
71194,sacy,tarik,1066
71196,sacy,c9judite,851
71197,sacy,aceu,592
71198,sacy,gafallen,1651
71199,sacy,alanzoka,8026
71200,sacy,oestagiario,2427
71201,sacy,yayahuz,1930
71224,ggbb528,zhiting_li,1586
71226,ggbb528,mimiluckying,2484
71227,ggbb528,zrush,1705
71228,ggbb528,roieee,1127
71229,ggbb528,qttsix,1391
71230,ggbb528,et_1231,1455
71231,ggbb528,a541021,1298
71232,ggbb528,muse_tw,1169
71233,ggbb528,qq7925168,1612
71234,ggbb528,butterflyouo,1435
71235,ggbb528,loltyler1,678
71236,ggbb528,sooflower,624
71237,ggbb528,bebelolz,3700
71238,ggbb528,lilballzlolz,696
71239,ggbb528,shroud,552
71240,ggbb528,xargon0731,2053
71241,ggbb528,kyo1984123,1720
71243,ggbb528,gunguno,1597
71245,ggbb528,mr_wuco,1027
71247,ggbb528,q158688920,951
71248,ggbb528,godjj,6609
71249,ggbb528,dogdog,581
71250,ggbb528,lolpacifictw,710
71251,surrenderhs,saddummy,1089
71252,surrenderhs,flurry1989,2486
71253,surrenderhs,kss7749,895
71254,surrenderhs,zilioner,3194
71255,surrenderhs,looksam,968
71256,surrenderhs,runner0608,1006
71257,surrenderhs,sal_gu,603
71258,surrenderhs,portialyn,2470
71259,surrenderhs,nokduro,1550
71260,surrenderhs,pusa6019,606
71261,surrenderhs,paka9999,1366
71262,surrenderhs,ch1ckenkun,559
71263,surrenderhs,aba4647,990
71264,surrenderhs,crazzyccat,533
71265,surrenderhs,xkwhd,867
71267,surrenderhs,dda_ju,547
71268,surrenderhs,rkdthdus930,960
71619,ybicanoooobov,mistercop,597
71623,ybicanoooobov,fasoollka,818
71626,ybicanoooobov,cheatbanned,2366
71630,ybicanoooobov,mistafaker,802
71634,ybicanoooobov,shroud,1605
71641,ybicanoooobov,generalqw,3080
71643,ybicanoooobov,follentass,1136
71646,ybicanoooobov,elwycco,628
71653,ybicanoooobov,pathofexilebota,780
71790,andreadel1988,grenbaud,4964
71795,andreadel1988,gskianto,1748
71801,andreadel1988,velox,511
71804,zzamtiger0310,saddummy,5440
71805,zzamtiger0310,nodolly,830
71806,zzamtiger0310,flurry1989,1247
71807,zzamtiger0310,kss7749,1683
71808,zzamtiger0310,zilioner,4319
71809,zzamtiger0310,looksam,929
71810,zzamtiger0310,runner0608,1613
71811,zzamtiger0310,sal_gu,1973
71812,zzamtiger0310,portialyn,1075
71813,zzamtiger0310,sees360,644
71814,zzamtiger0310,nokduro,3012
71815,zzamtiger0310,paka9999,1090
71816,zzamtiger0310,ch1ckenkun,913
71817,zzamtiger0310,sooflower,1118
71818,zzamtiger0310,magenta62,806
71819,zzamtiger0310,aba4647,858
71820,zzamtiger0310,mister903,673
71821,zzamtiger0310,crazzyccat,647
71822,zzamtiger0310,hatsalsal,1959
71823,zzamtiger0310,yd0821,657
71824,zzamtiger0310,tranth,1684
71826,zzamtiger0310,kumikomii,600
71828,zzamtiger0310,dda_ju,1076
71829,zzamtiger0310,rkdthdus930,2068
71830,zzamtiger0310,jungtaejune,1934
71837,robinsongz,lilypichu,1255
71838,robinsongz,bebe872,566
71839,robinsongz,39daph,755
71843,robinsongz,loltyler1,3598
71844,robinsongz,forsen,577
71848,robinsongz,shroud,4516
71851,robinsongz,tarik,940
71852,robinsongz,aceu,1044
71853,robinsongz,pokimane,931
71856,robinsongz,lol_nemesis,1516
71858,robinsongz,moistcr1tikal,505
71859,robinsongz,superjj102,695
71860,robinsongz,keanelol,6352
71864,robinsongz,dogdog,1238
71877,zhiting_li,mimiluckying,654
71878,zhiting_li,zrush,2771
71879,zhiting_li,roieee,4276
71880,zhiting_li,zondalol,945
71881,zhiting_li,waitou1117,803
71882,zhiting_li,qttsix,2054
71883,zhiting_li,et_1231,8346
71884,zhiting_li,a541021,3240
71885,zhiting_li,hipudding1223,1022
71887,zhiting_li,muse_tw,2093
71888,zhiting_li,qq7925168,3129
71889,zhiting_li,butterflyouo,4770
71890,zhiting_li,sooflower,1534
71891,zhiting_li,magenta62,517
71892,zhiting_li,bebelolz,3193
71893,zhiting_li,lilballzlolz,918
71894,zhiting_li,shroud,1081
71895,zhiting_li,chiawei1031tv,2081
71896,zhiting_li,xargon0731,5987
71897,zhiting_li,kyo1984123,4668
71900,zhiting_li,gunguno,5481
71901,zhiting_li,kr1stw,1739
71904,zhiting_li,mr_wuco,1370
71905,zhiting_li,aceu,960
71907,zhiting_li,q158688920,1690
71908,zhiting_li,kiss_850722,1833
71910,zhiting_li,godjj,4196
71911,zhiting_li,dogdog,594
71912,zhiting_li,lolpacifictw,1553
71913,zhiting_li,bamow,711
72197,jessirocks,shroud,1707
72201,jessirocks,metashi12,4624
72241,saddummy,nodolly,4506
72244,saddummy,flurry1989,5578
72245,saddummy,kss7749,8596
72246,saddummy,zilioner,16905
72247,saddummy,looksam,5077
72248,saddummy,runner0608,12220
72249,saddummy,sal_gu,5174
72250,saddummy,pakusyo,694
72251,saddummy,portialyn,5219
72252,saddummy,sees360,1545
72253,saddummy,sah_yang,2743
72254,saddummy,alenenwooptv,1186
72256,saddummy,sn400ja,1827
72257,saddummy,nokduro,10624
72258,saddummy,pusa6019,829
72259,saddummy,mlchoins,1110
72260,saddummy,paka9999,4702
72261,saddummy,kimdduddi,2108
72262,saddummy,ch1ckenkun,3256
72263,saddummy,airshowerse,537
72265,saddummy,loltyler1,622
72266,saddummy,forsen,554
72267,saddummy,sooflower,5498
72268,saddummy,magenta62,3423
72269,saddummy,aba4647,3944
72270,saddummy,ma_mwa,2452
72271,saddummy,shroud,1209
72272,saddummy,mister903,2353
72273,saddummy,silphtv,1757
72275,saddummy,crazzyccat,2343
72276,saddummy,moogrr1211,1744
72278,saddummy,hatsalsal,8736
72279,saddummy,xkwhd,2202
72280,saddummy,yd0821,2282
72281,saddummy,95pingman,1095
72282,saddummy,nanayango3o,4775
72284,saddummy,tranth,3326
72286,saddummy,kumikomii,4595
72287,saddummy,kuiki771,2811
72288,saddummy,pokimane,581
72289,saddummy,s1032204,5108
72290,saddummy,inecr7024,1085
72292,saddummy,dda_ju,8761
72293,saddummy,baedony,1687
72294,saddummy,rkdthdus930,9352
72295,saddummy,jungtaejune,5165
72455,orangemorange,loltyler1,559
72457,orangemorange,shroud,1260
72466,orangemorange,metashi12,927
72570,bmkibler,loltyler1,823
72571,bmkibler,forsen,711
72572,bmkibler,shroud,1231
72574,bmkibler,superjj102,1663
72577,bmkibler,dogdog,3675
72584,mistercop,shroud,561
72589,mistercop,pathofexilebota,3239
72591,nodolly,flurry1989,2626
72592,nodolly,kss7749,1140
72593,nodolly,zilioner,2301
72594,nodolly,looksam,4476
72595,nodolly,runner0608,8979
72596,nodolly,sal_gu,1429
72597,nodolly,portialyn,2329
72598,nodolly,sah_yang,1528
72599,nodolly,sn400ja,634
72600,nodolly,nokduro,2024
72601,nodolly,mlchoins,1768
72602,nodolly,paka9999,2066
72603,nodolly,kimdduddi,2024
72604,nodolly,ch1ckenkun,1309
72605,nodolly,airshowerse,1462
72606,nodolly,sooflower,896
72607,nodolly,magenta62,778
72608,nodolly,aba4647,1038
72609,nodolly,ma_mwa,506
72610,nodolly,mister903,624
72611,nodolly,silphtv,785
72612,nodolly,hatsalsal,1077
72613,nodolly,xkwhd,780
72614,nodolly,yd0821,1276
72615,nodolly,nanayango3o,1275
72616,nodolly,tranth,778
72617,nodolly,kumikomii,1802
72618,nodolly,kuiki771,1517
72619,nodolly,s1032204,3267
72620,nodolly,inecr7024,1764
72622,nodolly,dda_ju,11157
72623,nodolly,baedony,982
72624,nodolly,rkdthdus930,3513
72625,nodolly,jungtaejune,781
72628,auronplay,blanchitooo,1675
72635,auronplay,dapr,542
72653,auronplay,loltyler1,3129
72657,auronplay,its_iron,538
72661,auronplay,gustavocsgoyt,891
72669,auronplay,shroud,5732
72670,auronplay,deyyszn,515
72671,auronplay,momonkunn,5727
72676,auronplay,tarik,509
72680,auronplay,ibai,349726
72682,auronplay,mery_soldier,2493
72684,auronplay,alexelcapo,8576
72691,auronplay,aceu,996
72692,auronplay,pokimane,1842
72694,auronplay,grafo,3822
72697,auronplay,lol_nemesis,1061
72706,auronplay,knekro,13990
72710,auronplay,valorant_la,2567
72712,auronplay,yosoyricklive,2369
72715,auronplay,karljacobs,696
72723,reitathefps,valorant_jpn,5547
72724,reitathefps,alelu,645
72725,reitathefps,shroud,836
72727,reitathefps,surugamonkey0113,1869
72728,reitathefps,stylishnoob4,6444
73050,mimiluckying,zrush,1462
73051,mimiluckying,qttsix,1182
73052,mimiluckying,et_1231,682
73053,mimiluckying,a541021,1051
73054,mimiluckying,muse_tw,840
73055,mimiluckying,qq7925168,1254
73056,mimiluckying,butterflyouo,568
73057,mimiluckying,bebelolz,1231
73058,mimiluckying,lilballzlolz,635
73059,mimiluckying,xargon0731,1408
73060,mimiluckying,kyo1984123,1307
73061,mimiluckying,gunguno,810
73062,mimiluckying,mr_wuco,770
73064,mimiluckying,q158688920,1017
73065,mimiluckying,godjj,4889
73066,mimiluckying,dogdog,531
73198,blanchitooo,ibai,2878
73311,flurry1989,kss7749,2199
73312,flurry1989,zilioner,10652
73313,flurry1989,looksam,5842
73314,flurry1989,runner0608,7420
73315,flurry1989,sal_gu,1995
73316,flurry1989,portialyn,8871
73317,flurry1989,nokduro,6355
73318,flurry1989,pusa6019,1774
73319,flurry1989,mlchoins,691
73320,flurry1989,paka9999,3017
73321,flurry1989,kimdduddi,550
73322,flurry1989,ch1ckenkun,1691
73323,flurry1989,sooflower,842
73324,flurry1989,aba4647,1853
73325,flurry1989,mister903,718
73326,flurry1989,crazzyccat,1594
73327,flurry1989,hatsalsal,1326
73328,flurry1989,xkwhd,1722
73329,flurry1989,yd0821,630
73330,flurry1989,nanayango3o,651
73331,flurry1989,tranth,1041
73333,flurry1989,kumikomii,558
73334,flurry1989,s1032204,1209
73335,flurry1989,inecr7024,776
73337,flurry1989,dda_ju,4769
73338,flurry1989,baedony,985
73339,flurry1989,rkdthdus930,5582
73340,flurry1989,jungtaejune,1814
73361,zrush,roieee,3291
73363,zrush,zondalol,1647
73364,zrush,waitou1117,529
73365,zrush,qttsix,10538
73366,zrush,et_1231,2451
73367,zrush,a541021,2693
73368,zrush,hipudding1223,1939
73371,zrush,muse_tw,3975
73372,zrush,qq7925168,2867
73373,zrush,butterflyouo,1356
73376,zrush,loltyler1,638
73377,zrush,zynxyz,960
73378,zrush,tetristhegrandmaster3,1216
73379,zrush,sooflower,923
73380,zrush,magenta62,511
73381,zrush,bebelolz,2400
73383,zrush,lilballzlolz,1503
73385,zrush,shroud,1626
73386,zrush,chiawei1031tv,835
73387,zrush,xargon0731,8239
73388,zrush,kyo1984123,4105
73391,zrush,gunguno,2445
73392,zrush,kr1stw,985
73394,zrush,mr_wuco,2178
73395,zrush,aceu,930
73396,zrush,pokimane,546
73398,zrush,q158688920,3812
73399,zrush,kiss_850722,1201
73400,zrush,godjj,5940
73401,zrush,kamiyu666,1497
73402,zrush,dogdog,925
73403,zrush,lolpacifictw,555
73404,zrush,bamow,2602
73405,zrush,nyanners,836
73406,valorant_jpn,alfrea,3099
73407,valorant_jpn,dapr,966
73411,valorant_jpn,alelu,3881
73414,valorant_jpn,shroud,5234
73415,valorant_jpn,dasoku_aniki,3810
73418,valorant_jpn,tarik,593
73420,valorant_jpn,mokouliszt1,1290
73421,valorant_jpn,aceu,1733
73422,valorant_jpn,pokimane,533
73423,valorant_jpn,surugamonkey0113,8368
73424,valorant_jpn,gutitubo,1116
73425,valorant_jpn,stylishnoob4,55354
73485,roieee,zondalol,1540
73486,roieee,waitou1117,522
73487,roieee,qttsix,2230
73488,roieee,et_1231,3222
73489,roieee,a541021,1951
73490,roieee,hipudding1223,519
73493,roieee,taxi2g,851
73494,roieee,muse_tw,1348
73495,roieee,qq7925168,2667
73496,roieee,butterflyouo,3324
73498,roieee,sooflower,655
73499,roieee,bebelolz,1780
73501,roieee,lilballzlolz,544
73503,roieee,shroud,1401
73504,roieee,chiawei1031tv,2577
73505,roieee,xargon0731,5563
73506,roieee,kyo1984123,2251
73509,roieee,gunguno,6923
73510,roieee,kr1stw,1061
73513,roieee,stormen,623
73514,roieee,mr_wuco,874
73515,roieee,aceu,2316
73517,roieee,q158688920,902
73518,roieee,kiss_850722,795
73520,roieee,godjj,2234
73521,roieee,lolpacifictw,1041
73814,kss7749,zilioner,7046
73815,kss7749,looksam,1500
73816,kss7749,runner0608,3603
73817,kss7749,sal_gu,3061
73818,kss7749,portialyn,2699
73819,kss7749,sah_yang,509
73820,kss7749,alenenwooptv,868
73821,kss7749,sn400ja,795
73822,kss7749,nokduro,6088
73823,kss7749,paka9999,1416
73824,kss7749,ch1ckenkun,1496
73825,kss7749,sooflower,1237
73826,kss7749,magenta62,601
73827,kss7749,aba4647,1165
73828,kss7749,mister903,524
73829,kss7749,crazzyccat,964
73830,kss7749,moogrr1211,774
73831,kss7749,hatsalsal,2521
73832,kss7749,xkwhd,787
73833,kss7749,nanayango3o,993
73834,kss7749,tranth,1992
73836,kss7749,kumikomii,845
73837,kss7749,s1032204,837
73839,kss7749,dda_ju,1773
73840,kss7749,baedony,851
73841,kss7749,rkdthdus930,2502
73842,kss7749,jungtaejune,2843
73898,nowayzao,gafallen,1986
73899,nowayzao,alanzoka,785
73900,nowayzao,oestagiario,634
73901,nowayzao,yayahuz,768
73902,zilioner,looksam,5844
73903,zilioner,runner0608,9821
73904,zilioner,sal_gu,4991
73905,zilioner,pakusyo,552
73906,zilioner,portialyn,13195
73907,zilioner,sees360,974
73908,zilioner,sah_yang,914
73909,zilioner,alenenwooptv,835
73910,zilioner,sn400ja,1289
73911,zilioner,nokduro,13830
73912,zilioner,pusa6019,2477
73913,zilioner,mlchoins,952
73914,zilioner,paka9999,9344
73915,zilioner,kimdduddi,948
73916,zilioner,ch1ckenkun,3968
73917,zilioner,sooflower,2962
73918,zilioner,magenta62,1795
73919,zilioner,aba4647,8268
73920,zilioner,ma_mwa,1124
73921,zilioner,shroud,614
73922,zilioner,mister903,2600
73923,zilioner,silphtv,803
73924,zilioner,crazzyccat,2985
73925,zilioner,moogrr1211,1268
73927,zilioner,hatsalsal,3816
73928,zilioner,xkwhd,4000
73929,zilioner,yd0821,1417
73930,zilioner,95pingman,562
73931,zilioner,nanayango3o,1977
73933,zilioner,tranth,4332
73935,zilioner,kumikomii,1256
73936,zilioner,kuiki771,948
73938,zilioner,s1032204,2055
73939,zilioner,inecr7024,700
73941,zilioner,dda_ju,5270
73942,zilioner,baedony,1589
73943,zilioner,rkdthdus930,8186
73944,zilioner,jungtaejune,7220
74016,hekokitaiworld,dasoku_aniki,645
74017,hekokitaiworld,stylishnoob4,1387
74020,looksam,runner0608,9120
74021,looksam,sal_gu,1366
74022,looksam,portialyn,3212
74023,looksam,sees360,569
74024,looksam,sah_yang,672
74025,looksam,nokduro,2736
74026,looksam,mlchoins,810
74027,looksam,paka9999,3096
74028,looksam,kimdduddi,640
74029,looksam,ch1ckenkun,1507
74030,looksam,airshowerse,727
74031,looksam,sooflower,991
74032,looksam,magenta62,672
74033,looksam,aba4647,1724
74034,looksam,crazzyccat,852
74035,looksam,hatsalsal,1171
74036,looksam,xkwhd,1471
74037,looksam,yd0821,995
74038,looksam,tranth,726
74040,looksam,kumikomii,704
74041,looksam,kuiki771,562
74042,looksam,s1032204,1391
74043,looksam,inecr7024,1319
74045,looksam,dda_ju,7282
74046,looksam,baedony,1160
74047,looksam,rkdthdus930,5135
74048,looksam,jungtaejune,975
74059,kkatamina,buddha,4218
74061,kkatamina,pokelawls,706
74062,kkatamina,dapr,735
74063,kkatamina,koil,711
74067,kkatamina,lilypichu,15289
74069,kkatamina,tuonto,648
74070,kkatamina,fuslie,13329
74074,kkatamina,ranboobutnot,741
74075,kkatamina,tommyinnit,595
74076,kkatamina,39daph,5555
74078,kkatamina,loltyler1,1237
74083,kkatamina,bananabrea,1156
74084,kkatamina,sleepy,2362
74085,kkatamina,forsen,505
74089,kkatamina,shroud,6658
74094,kkatamina,tarik,858
74096,kkatamina,cyr,840
74098,kkatamina,bnans,2624
74099,kkatamina,adeptthebest,1052
74100,kkatamina,aimsey,522
74102,kkatamina,aceu,2138
74103,kkatamina,pokimane,10086
74105,kkatamina,ethos,2200
74107,kkatamina,lol_nemesis,511
74109,kkatamina,moistcr1tikal,3185
74111,kkatamina,karljacobs,1710
74114,kkatamina,mang0,797
74115,kkatamina,dogdog,600
74119,kkatamina,nyanners,705
74133,buddha,pokelawls,9189
74135,buddha,dapr,733
74138,buddha,koil,23201
74144,buddha,lilypichu,5555
74147,buddha,fuslie,8239
74148,buddha,roflgator,4078
74151,buddha,miniminter,556
74156,buddha,taxi2g,1002
74157,buddha,39daph,3536
74162,buddha,loltyler1,6029
74164,buddha,its_iron,602
74169,buddha,bananabrea,12805
74170,buddha,sleepy,819
74171,buddha,forsen,6355
74177,buddha,shroud,21755
74181,buddha,spoonkid,564
74182,buddha,zackrawrr,2243
74186,buddha,tarik,2466
74187,buddha,cyr,7714
74190,buddha,bnans,1843
74191,buddha,adeptthebest,13680
74197,buddha,stormen,584
74200,buddha,aceu,2979
74201,buddha,pokimane,9157
74207,buddha,ethos,610
74208,buddha,ibabyrainbow,656
74211,buddha,lol_nemesis,1395
74212,buddha,bateson87,904
74216,buddha,moistcr1tikal,5247
74222,buddha,karljacobs,576
74227,buddha,mang0,672
74229,buddha,dogdog,911
74238,buddha,nyanners,744
74304,zondalol,qttsix,1459
74305,zondalol,et_1231,980
74306,zondalol,a541021,1075
74307,zondalol,muse_tw,681
74308,zondalol,qq7925168,1135
74309,zondalol,butterflyouo,574
74310,zondalol,bebelolz,622
74311,zondalol,shroud,782
74312,zondalol,chiawei1031tv,1298
74313,zondalol,xargon0731,3538
74314,zondalol,kyo1984123,1327
74315,zondalol,gunguno,1018
74316,zondalol,kr1stw,552
74318,zondalol,mr_wuco,611
74320,zondalol,q158688920,1138
74321,zondalol,godjj,1202
74322,waitou1117,et_1231,1018
74323,waitou1117,a541021,4255
74324,waitou1117,qq7925168,579
74325,waitou1117,xargon0731,2168
74326,waitou1117,kyo1984123,1497
74327,waitou1117,gunguno,554
74328,waitou1117,kr1stw,5085
74329,waitou1117,q158688920,1264
74330,waitou1117,kiss_850722,1368
74331,waitou1117,godjj,646
74372,lilsimsie,julien,778
74374,lilsimsie,pokimane,612
74375,lilsimsie,karljacobs,668
74377,alfrea,dasoku_aniki,527
74380,alfrea,surugamonkey0113,912
74381,alfrea,stylishnoob4,4613
74385,dahmien7,chowh1,762
74388,qttsix,et_1231,2288
74389,qttsix,a541021,1982
74390,qttsix,hipudding1223,1516
74393,qttsix,muse_tw,3313
74394,qttsix,qq7925168,2316
