,Channel_Name,Language,Tags,Last Played Game,Game ID,Count
420,pacific8815,ko,"['justchatting', '한국어']",Just Chatting,509658,48018
421,oyunfatiihi,tr,"['Roleplay', 'Türkçe', 'fivem', 'oyun', 'oyunfatihi', 'güncel', 'fps', 'türkçefps', 'dropaktif', 'XDEFIANT']",Grand Theft Auto V,32982,12740
422,oniyadayo,ja,['日本語'],Just Chatting,509658,18239
423,notmes,en,['English'],World of Warcraft,18122,18432
424,nwslofficial,en,['English'],Sports,518203,3755
425,pulgaboy,pt,"['Fortnite', 'Português']",Fortnite,33214,36038
426,pijack11,pt,"['Toplane', 'Português']",Call of Dragons,561028012,36531
427,ploo,en,"['fps', 'English']",VALORANT,516575,44917
428,polsatgames,pl,"['Polski', 'LOL', 'ERL', 'leagueoflegends', 'Lolesports', 'Turniej', 'Esports', 'Esport', 'EMEA', 'emeamasters']",League of Legends,21779,18658
429,qttsix,zh,['中文'],Black Myth: Wukong,519291,26130
430,purple_hs,en,purple_hs,Hearthstone,138585,13499
431,qq7925168,zh,"['中文', '爐石有救', '爐石再戰一年']",Black Myth: Wukong,519291,21832
432,pisicela,pl,"['odgrywanieroli', 'Polski', 'GTAⅤ']",Grand Theft Auto V,32982,48732
433,pikra10,ko,['한국어'],Just Chatting,509658,21090
434,pjs9073,ko,"['드롭활성화됨', '한국어']",Just Chatting,509658,59377
435,pizfn,it,"['Italiano', 'Fortnite', 'PIZ']",Grand Theft Auto V,32982,46293
436,pokelawls,en,"['frog', 'gigi', 'Depression', 'Water', 'English']",Voices of the Void,1330093788,79366
437,pusa6019,ko,"['한국어', '종합게임스트리머', '종겜스']",pusa6019,pusa6019,7041
438,pimpimenta,pt,"['Selva', 'jungler', 'shaco', 'Português', 'English', 'NA', 'SoloQ', 'Challenger', 'jungle', 'narigudo']",Just Chatting,509658,25583
439,projektmelody,en,"['VShojo', 'Vtuber', 'Anime', 'English', 'Melody', 'Chatty', 'AdultsOnly', 'subathon', 'handcam', 'warhammerpainting']",Just Chatting,509658,26239
440,reitathefps,ja,['日本語'],VALORANT,516575,8556
441,qq102qq,ko,['한국어'],PUBG Mobile,505884,14369
442,raderaderader,ja,raderaderader,Apex Legends,511224,41145
443,rainblue37,ko,"['김블루', '배틀그라운드', 'PUBG', 'FPS', '한국', '한국어']",Just Chatting,509658,5368
444,portialyn,ko,['한국어'],Hearthstone,138585,32865
445,pqueen,tr,"['Türkçe', 'oyun']",Just Chatting,509658,61735
446,qlnek,pl,['Polski'],Fortnite,33214,12677
447,pokimane,en,"['English', 'cutiepatootie', 'PositiveMentalAttitude', 'ToxicStreamer', 'BADDIEGAMER', 'fps', 'Competitive']",Just Chatting,509658,196908
448,pronoobicx,ru,"['Русский', 'ммр', 'mmrdota2', 'розыгрыш', 'dota2']",World of Warcraft,18122,9057
449,ranboobutnot,en,['English'],The Battle Cats,490857,38196
450,q158688920,zh,"['中文', 'SLG', 'gamer']",Just Chatting,509658,12969
451,savyultras90,it,"['savyultras', 'warzone', 'wsow', 'italiandemons', 'challenge', 'Italiano', 'English']",Call of Duty: Warzone,512710,28306
452,rhffkddl96,ko,['한국어'],Just Chatting,509658,7985
453,runthefutmarket,en,"['English', 'sports', 'soccer', 'Football']",EA Sports FC 24,143106037,60191
454,sal_gu,ko,['한국어'],Just Chatting,509658,34024
455,s1032204,ko,"['삐부', '픽셀네트워크', '힐링캠프', '세라프', '한국어', '도넛단']",Just Chatting,509658,20874
456,rkdwl12,ko,['한국어'],Just Chatting,509658,18600
457,rlgus1006,ko,"['롤', '챌린저', '한국어', '日本語']",Just Chatting,509658,13029
458,roieee,zh,"['ALGS', '中文', '頂獵', 'pro']",Apex Legends,511224,23558
459,resttpowered,sk,"['Slovenčina', 'restt', 'Autism', 'ROGALO', 'Sadge', 'YOKEL']",Diablo IV,515024,29027
460,rewinside,de,['Deutsch'],Just Chatting,509658,33488
461,rkdthdus930,ko,['한국어'],League of Legends,21779,22662
462,relaxing234,zh,['中文'],League of Legends,21779,72938
463,rngudwnswkd,ko,"['공포', '스피드런', '공략', '비디오게임', '발로란트', '공포게임', 'SPEEDRUN', 'LOL', '한국어']",Poppy Playtime,2058220722,10826
464,s1mple,en,"['english', 'English']",Counter-Strike,32399,110872
465,rigoncs,en,"['English', 'Rerun']",Counter-Strike,32399,2465
466,sacy,pt,"['Carecas', 'Português']",VALORANT,516575,52949
467,robcdee,en,"['Tokyo', 'Japan', 'Outdoors', 'Cycling', 'Exploration', 'Travel', 'Anime', 'Speedeating', 'English', 'Gout']",Just Chatting,509658,35714
468,robinsongz,en,"['young', 'actuallyold', 'English']",Teamfight Tactics,513143,26816
469,saddummy,ko,"['한국어', '서새봄', '은돌이', 'korean']",Overwatch 2,515025,76793
470,sashagrey,en,"['English', 'MOTIVATION', 'ELDENRING']",ELDEN RING,512953,42711
471,rhobalas_lol,fr,"['VelKoz', 'Français', 'Éducatif', 'Midlane', 'Poulpe', 'Fin', 'Frérot', 'Sad']",Pokémon GO,490655,37755
472,sah_yang,ko,['한국어'],sah_yang,sah_yang,15676
473,rickyedit,es,"['rickyedit', 'Español']",rickyedit,rickyedit,20754
474,richwcampbell,en,"['OTK', 'LEECH', 'Asmongold', 'Mia', 'Bald', 'finalfantasy', 'wow', 'attractive', 'Cyr', 'English']",World of Warcraft,18122,87578
475,rooftopcat99,ko,"['한국어', '일본어', '영어', '게임', '게임방송', '남캠', '캠방']",Just Chatting,509658,37513
476,remsua,pl,"['Polski', 'remsua', 'cyrk', 'ryby', 'hehe', 'pieczonki']",remsua,remsua,57914
477,sasatikk,ja,"['ネタバレなし', 'アドバイスなし', '日本語']",Escape from Tarkov,491931,31791
478,revolta,pt,"['Português', 'revolta', 'thenextmove', 'jungle']",Black Myth: Wukong,519291,41183
479,rootthegamer,tr,"['root', 'rootthegamer', 'watchparty', 'caster', 'espor', 'valorant', 'küfürsüz', 'Türkçe', 'Veteran', 'CS2']",Counter-Strike,32399,7493
480,rudbeckia7,ko,['한국어'],Just Chatting,509658,17477
481,runner0608,ko,['한국어'],Just Chatting,509658,40526
482,roflgator,en,"['English', 'furry', 'vtuber', 'DisabledGamer']",League of Legends,21779,33798
483,ryux,es,['Español'],Slots,498566,21662
484,sn400ja,ko,"['한국어', '마재']",League of Legends,21779,11139
485,scoped,en,"['English', 'Controller']",Fortnite,33214,37101
486,shadowkekw,ru,"['Русский', 'csgo', 'English', 'Tiktok', 'мемы', 'дубай', 'москва', 'контент', 'шоу', 'лучший']",Just Chatting,509658,17431
487,sidoka_ns,pt,['Português'],Virtual Casino,29452,4594
488,sinatraa,en,['English'],VALORANT,516575,163716
489,slrabbit99,zh,"['中文', '重播']",slrabbit99,slrabbit99,11192
490,shinimon,pt,"['Português', 'Fullclear', 'Intelectual', 'Lillia']",League of Legends,21779,15055
491,sixwong,zh,"['巨魔', '6tan', '反應越來越慢了', 'EnglishOK', '中文']",Black Myth: Wukong,519291,20130
492,silphtv,ko,['한국어'],Just Chatting,509658,14674
493,sips_,en,"['dad', 'falconry', 'mapmaking', 'bronzesmith', 'esportsready', 'sensei', 'young', 'English']",Construction Simulator,814559054,43862
494,scumtk,en,"['Comedy', 'Anime', 'ａｎｉｍｅ', 'justchatting', 'Black', 'sports', '18plus', 'English']",Just Chatting,509658,11870
495,slop3,sv,['Svenska'],Just Chatting,509658,7894
496,scump,en,['English'],Call of Duty: Modern Warfare III,1337444628,95952
497,skill4ltu,en,"['English', 'Lithuanian', 'drops', 'Drop', 'DropsActive', 'DropsEnabled']",World of Tanks,27546,24441
498,ses836,ko,['한국어'],Just Chatting,509658,28224
499,shuteye_orange,zh,['中文'],Black Myth: Wukong,519291,24549
500,snoodyboo,es,['Español'],Teamfight Tactics,513143,13552
501,selis13,es,"['Español', 'Anime', 'JujutsuKaisen', 'Jujutsu']",VALORANT,516575,10515
502,sleepy,en,"['e', 'catboy', 'English', 'DropsEnabled']",PAYDAY 3,2113043143,32221
503,shroud,en,['English'],Black Myth: Wukong,519291,958140
504,shofu,en,['English'],Just Chatting,509658,4742
505,shtan_udachi,ru,shtan_udachi,Hearthstone,138585,18033
506,skswhdkgo1,ko,['한국어'],MapleStory,19976,9042
507,sees360,ko,['한국어'],Just Chatting,509658,5848
508,shenryyr,en,"['furry', 'oregon', 'serval', 'meow', 'coffee', 'derp', 'lgbtqiaplus', 'English', 'NoBackseatingUnlessAsked']",Gear City,461510,9765
509,sirolopez56,es,"['realmadrid', 'español', 'barcelona', 'atleti', 'deporte', 'charladeporte', 'mbappe', 'fútbol', 'JJOO', 'Español']",Sports,518203,16011
510,sizer0346,ko,['한국어'],Football Manager 2024,2091165871,6757
511,singsing,en,"['NoBackseating', 'English']",Black Myth: Wukong,519291,39888
512,sneakylol,en,['English'],Escape from Tarkov,491931,106626
513,shayvictorioo,pt,['Português'],Just Chatting,509658,41363
514,so_urf,ko,['한국어'],Escape from Tarkov,491931,13961
515,syaruru3,ja,"['日本語', 'ガチャハラス禁止']",Escape from Tarkov,491931,12849
516,steelohs,ko,steelohs,MapleStory Worlds,1804231074,7482
517,stero2d,ko,"['스테', '한국어', '핵앤슬래시', 'ARPG', '스테TV', '스테로이드', 'POE', '디아블로']",Torchlight: Infinite,890558948,4198
518,sweetcampercs,zh,"['中文', '靈魂歌手', '帥臉', '最有禮貌', '勤奮主播', '一句不離三個國罵']",Path of Exile,29307,39186
519,tanukininja,ja,"['日本語', 'アライグマ', '忍者', 'LoL', 'アナグマ', 'たぬき', 'ハクビシン']",Teamfight Tactics,513143,9613
520,sodapoppin,en,"['Anime', 'Vtuber', 'Furry', 'English', 'ADHD', 'NoBackseating', 'Hardcore']",Warcraft III,12924,284409
521,spoonkid,en,['English'],Counter-Strike,32399,34810
522,stevewillsendit,en,"['English', 'overwhatch2', 'Overawatch']",stevewillsendit,stevewillsendit,22825
523,snow_hite,ko,"['설백이얌', '픽셀네트워크', '한국어']",snow_hite,snow_hite,14757
524,snuffy,en,"['vtuber', 'cope', 'seethe', 'mald', 'English']",Just Chatting,509658,27168
525,stylishnoob4,ja,"['日本語', '感謝します']",Escape from Tarkov,491931,212713
526,sunbaking,ko,['한국어'],Just Chatting,509658,379
527,takeshi,pt,['Português'],League of Legends,21779,15179
528,takesipon,zh,['中文'],Dead by Daylight,491487,30605
529,stormen,en,['English'],Apex Legends,511224,53102
530,sujagg,es,"['caster', 'fortnite', 'top', 'pro', 'torneo', 'Español', 'customs', 'drops', 'SujaGG', 'KOI']",Fortnite,33214,75112
531,surrenderhs,ko,['한국어'],Hearthstone,138585,7244
532,spoopykitt,en,"['Woman', 'flowarts', 'English', 'justchatting', 'Cosplay', 'dance', 'bikini']",Just Chatting,509658,21121
533,superjj102,en,"['English', 'KEKW', 'BBoomer', 'Battlegrounds', 'OnlyBans', 'OccasionalSwearing']",Hearthstone,138585,32712
534,supertf,en,"['FleshTuber', 'English']",Black Myth: Wukong,519291,35444
535,sylveey,en,"['English', 'Cozy', 'IRL', 'OutdoorIRL', 'outside']",Fields of Mistria,1846293708,3226
536,surugamonkey0113,ja,"['日本語', '早口', '競馬', 'yoru']",Winning Post 10 2024,1409695616,17733
537,sooflower,ko,"['한국어', '코스프레', 'infp', 'kpop', '수련수련', '한국서버', '댄스', '힙스터', '기타']",Just Chatting,509658,28605
538,sonycast_,ko,"['한국어', '공포게임']",Just Chatting,509658,25765
539,summit1g,en,['English'],Grand Theft Auto V,32982,320574
540,sweetdreams,en,"['GoingInsane', 'Help', 'English']",Apex Legends,511224,51956
541,swimstrim,en,swimstrim,Just Chatting,509658,11670
542,starsmitten,en,"['waaa', 'English', 'sponsored', 'drops', 'DropsEnabled']",Pokémon Trading Card Game,9618,38335
543,suetam1v4,pt,"['Português', 'Humor', 'Brasil', 'Brazil', 'Portugal']",Just Chatting,509658,48890
544,teknoyd,it,"['italiano', 'openeworld', 'Avventure', 'giocodiruolo', 'Roleaplay', 'Italiano', 'RP']",Grand Theft Auto V,32982,11989
545,toeiii,th,"['ไทย', 'ภาษาไทย']",Dota 2,29595,7303
546,tommyinnitalt,en,['English'],Just Chatting,509658,623
547,tarik,en,['English'],VALORANT,516575,116636
548,tarzaned,en,['English'],League of Legends,21779,32410
549,tteuw,pt,['Português'],VALORANT,516575,19630
550,tmxk319,ko,['한국어'],Minecraft,27471,72735
551,team_spiritzero,ko,"['한국어', '토너먼트', 'Tournament', 'FGC', 'CCX', '캡콤컵']",Street Fighter 6,55453844,3549
552,tetristhegrandmaster3,zh,['中文'],DARK SOULS II: Scholar of the First Sin,489170,3180
553,tranth,ko,"['한국어', '고양이', 'DJ']",Finding Anastasia,203773838,12532
554,tuonto,en,"['tuonto', 'interlockingtoes', 'anime', 'Depression', 'Unholy', 'notkidfriendly', 'Vietnamese', 'Strinova', 'English', 'Pen15Club']",osu!,21465,43872
555,torona1,ko,['한국어'],Just Chatting,509658,18442
556,taxi2g,en,"['TRASH', 'SchizoMode', 'LoudisFunny', 'ToxicStream', 'GAMINGGOLEMJUICERMEGAMAN', 'aimbotting', 'AimAssistOff', 'passion', 'apexlegends', 'Vtuber']",Apex Legends,511224,63233
557,tommyinnit,en,['English'],Just Chatting,509658,71049
558,valorant_jpn,ja,"['Esports', 'VALORANT', '日本語']",VALORANT,516575,92279
559,wayne75525,zh,wayne75525,Just Chatting,509658,19576
560,wkgml,ko,"['장미', '한국어']",wkgml,wkgml,31608
561,woowakgood,ko,['한국어'],Just Chatting,509658,52202
562,wagnificent,en,"['warzone', 'br', 'English', 'NUKES', 'mw3', 'BattleRoyaleMode']",Call of Duty: Warzone,512710,21993
563,vysotzky,pl,"['MOBA', 'LOL', 'XI', 'Polski']",League of Legends,21779,48487
564,velox,it,"['warzone', 'callofduty', 'ita', 'velox', 'Italiano']",Grand Theft Auto V,32982,29981
565,wingz,es,['Español'],Slots,498566,5769
566,wintergaming,en,"['Chill', 'Salt', 'Drama', 'NoNerds', 'Sellout', 'AngryCoach', 'English']",StarCraft II,490422,17026
567,willneff,en,['English'],Pokémon Scarlet/Violet,670867987,26819
568,wudijo,en,"['diablo', 'D4', 'ARPG', 'PoE', 'educational', 'competitive', 'Diablo4', 'Diablo3', 'English', 'LastEpoch']",Diablo IV,515024,7457
569,valorant_la,es,"['Español', 'valorant', 'Esports', 'shooters', 'Valo', 'valorant']",VALORANT,516575,25288
570,vinnie,en,['English'],League of Legends,21779,20292
571,unsympathisch_tv,de,['Deutsch'],Just Chatting,509658,47611
572,valorant_kr,ko,"['e스포츠', '발로란트', 'VCT', '한국어', '챔피언스', 'valorant', '체인저스', 'changers']",VALORANT,516575,17493
573,unicornio,es,"['Español', 'IRL', 'Charlas', 'Reacciónes', 'Variedad']",Just Chatting,509658,47907
574,woohankyung,ko,['한국어'],Just Chatting,509658,26391
575,wtf_winds123,zh,"['中文', '帥臉', '勤奮主播', '技術路線', '手遊', '超級幸運']",Black Myth: Wukong,519291,31478
576,waitou1117,zh,['中文'],Grand Theft Auto V,32982,6060
577,venruki,en,['English'],World of Warcraft,18122,19452
578,uzra,zh,['中文'],Black Myth: Wukong,519291,31895
579,vanotica_,th,"['ไทย', 'DooWhite', 'ภาษาไทย', 'AttackAllAround', 'WhatCity']",Grand Theft Auto V,32982,9076
580,viperdemon,th,"['valorant', 'viperdemon', 'z11', 'ไทย', 'ภาษาไทย']",Teamfight Tactics,513143,21554
581,tyongeee,en,"['korean', 'kpop', 'Dance', 'Travel', 'irl', 'English', 'cute']",Just Chatting,509658,9326
582,witwix,en,"['EsotericGamingForGeniuses', 'MeLikeVideoGames', 'DrippingGrease', 'AlabamaHammaSlamma', 'English']",HITMAN World of Assassination,1780647523,9272
583,weathernewslive,ja,['日本語'],Talk Shows & Podcasts,417752,2814
584,xo_trixy,fr,"['gaming', 'humour', 'Français', 'multijoueur', 'dresstoimpress', 'mode', 'outfit', 'roblox', 'compétition']",Just Chatting,509658,5589
585,zzamtiger0310,ko,['한국어'],Just Chatting,509658,19246
586,ybicanoooobov,ru,"['Русский', 'высокийскилл']",Dota 2,29595,63940
587,yumyumyu77,ko,['한국어'],Just Chatting,509658,33834
588,znebtv,th,"['ไทย', 'ภาษาไทย']",Dead by Daylight,491487,4454
589,xargon0731,zh,"['中文', '六都最老選手']",Black Myth: Wukong,519291,40322
590,yamatonjp,ja,"['日本語', '広告なし']",Escape from Tarkov,491931,39357
591,yoowooyang,ko,"['한국어', '브이튜버']",Escape from Tarkov,491931,5341
592,yumytv,en,['English'],World of Warcraft,18122,8786
593,xhibaoger,zh,"['中文', '한국어']",Just Chatting,509658,35512
594,yapyap30,ko,"['한국어', 'just', 'justchatting', 'justchatting']",League of Legends,21779,49801
595,yourragegaming,en,['English'],Just Chatting,509658,64107
596,zoodasa,ko,['한국어'],Just Chatting,509658,14189
597,yayahuz,pt,"['Português', 'LOUD']",Just Chatting,509658,27822
598,yunzinseok,ko,"['한국어', '랜덤', '원코인', '룰렛', '日本語']",Just Chatting,509658,5364
599,zaayonyt,en,"['zaayonyt', 'English', 'IRL']",Just Chatting,509658,3036
600,zwebackhd,en,"['FIFA', 'SPORTS', 'SOCCER', 'English', 'FC']",EA Sports FC 24,143106037,16068
601,yd0821,ko,"['마인크래프트', '종합게임', '한국어']",Minecraft,27471,42202
602,yvonnie,en,['English'],League of Legends,21779,47504
603,zackrawrr,en,"['English', 'OTK', 'otknetwork', 'StarForgePCs', 'wow', 'bald', 'gaming', 'worldofwarcraft']",Black Myth: Wukong,519291,65738
604,zrush,zh,"['中文', '訂閱免廣告']",Black Myth: Wukong,519291,35041
605,yosoyricklive,es,"['español', 'clashroyale', 'yosoyrick', 'gaming', 'gamer', 'proplayer', 'CR', 'CLASH', 'Entretenimento', 'mexico']",Clash Royale,491168,16638
606,zondalol,zh,"['中文', '訂閱免廣告', 'Taiwan', '十二點開', '鯨區', '启用掉宝']",Overwatch 2,515025,7360
607,xkwhd,ko,['한국어'],VALORANT,516575,23492
608,yugyungwoo,ko,"['와우', 'worldofwarcraft', '월드오브워크래프트', '용군단', '한국어', 'doom', '드롭활성화됨']",World of Warcraft,18122,5208
609,zilioner,ko,"['한국어', '마인크래프트']",Just Chatting,509658,84874
610,xmerghani,pl,['Polski'],Just Chatting,509658,16839
611,xth0rek,pl,"['Polski', 'drops', 'NoPixelWL', 'NoPixel']",Just Chatting,509658,25753
612,zhiting_li,zh,zhiting_li,Just Chatting,509658,36676
613,yang,pt,"['Português', 'LeagueaofLegends', 'Toplaner', 'SoloQ']",League of Legends,21779,11653
614,zynxyz,zh,"['japanese', '中文']",Minecraft,27471,5238
615,yoshinama222,ja,"['日本語', '匂わせ禁止', 'ネタバレ禁止', 'ネタバレ注意']",Pawafuru Puro Yakyuu 2024-2025,1183847148,11925
616,yuniko0720,zh,['中文'],Minds Beneath Us,1569955542,16809
617,zombs,en,['English'],VALORANT,516575,27356
618,zunksoyyo,es,"['Español', 'Roleplay']",Just Chatting,509658,5439
