Real Source,Real Target,Weight
Jelty,blackoutz,545
jukes,blackoutz,662
k1ng,blackoutz,1506
liminhag0d,blackoutz,841
loud_coringa,blackoutz,4832
loud_thurzin,blackoutz,856
MasteerXd,blackoutz,7671
MeikodRJ,blackoutz,2283
Michel,blackoutz,904
Mongraal,blackoutz,3148
mount,blackoutz,1027
noahreyli,blackoutz,947
NOBRU,blackoutz,929
nuuhfps,blackoutz,702
oestagiario,blackoutz,1104
oKINGBR,blackoutz,6938
ops1x,blackoutz,1063
Patriota,blackoutz,3051
paulanobre,blackoutz,1299
PlayHard,blackoutz,1139
pulgaboy,blackoutz,15327
Rainbow6BR,blackoutz,682
Rakin,blackoutz,571
RazaH,blackoutz,756
Reetlol,blackoutz,637
sacy,blackoutz,2309
shayvictorioo,blackoutz,757
suetam1v4,blackoutz,18878
Taspio,blackoutz,22277
ThomeFN,blackoutz,2827
Tixinhadois,blackoutz,697
TNTSportsBr,blackoutz,604
tteuw,blackoutz,1485
Vadeal,blackoutz,515
VALORANT,blackoutz,1113
VALORANT_BR,blackoutz,2844
yayahuz,blackoutz,630
YoDa,blackoutz,1220
ZAKl1k,blackoutz,509
ZeROBADASS,blackoutz,876
C_a_k_e,BlackUFA,2193
dinablin,BlackUFA,548
Distortion2,BlackUFA,521
Fextralife,BlackUFA,696
just_ns,BlackUFA,958
UselessMouth,BlackUFA,1039
Alliege,blanchitooo,626
auronplay,blanchitooo,1675
belvid,blanchitooo,955
BENIJU03,blanchitooo,688
elxokas,blanchitooo,660
iGeStarK,blanchitooo,751
Jelty,blanchitooo,1783
juansguarnizo,blanchitooo,730
Llobeti4,blanchitooo,2634
NAKOO_Fn,blanchitooo,2362
NikitonipongoTV,blanchitooo,2025
rickyedit,blanchitooo,1028
Rubius,blanchitooo,960
ryux,blanchitooo,1926
Spursito,blanchitooo,1074
sujagg,blanchitooo,2505
TheGrefg,blanchitooo,4782
Vicens,blanchitooo,924
BeyondTheSummit,BLAST,520
ESL_CSGO,BLAST,2262
Gaules,BLAST,613
VALORANT,BLAST,516
39daph,blau,1317
AaronOnAir,blau,2131
AbdulHD,blau,2965
Alinity,blau,541
Amouranth,blau,826
AnthonyZ,blau,25217
AriaSaki,blau,1027
ash,blau,3255
Asmongold,blau,1266
Autumn,blau,1997
AverageJonas,blau,590
Bazza,blau,1410
biotox,blau,12644
BotezLive,blau,569
boxbox,blau,1785
BrookeAB,blau,1097
buddha,blau,26918
Carmen,blau,1745
Castro_1021,blau,650
CathFawr,blau,2519
Chap,blau,1146
ClintStevens,blau,753
CodeMiko,blau,674
CohhCarnage,blau,747
Crystalst,blau,4432
curvyelephant,blau,1711
Denis3D,blau,1502
EsfandTV,blau,2369
Fextralife,blau,1190
fuslie,blau,6281
GTAWiseGuy,blau,12836
Harry,blau,14798
Hirona,blau,4218
Hotted89,blau,2838
HutchMF,blau,4810
iddqd,blau,2625
iiTzTimmy,blau,1189
ImperialHal__,blau,521
ironmouse,blau,1645
ItsSammyP,blau,1359
Jinnytty,blau,598
Jonthebroski,blau,4497
karlnetwork,blau,2014
Kate,blau,3248
Kiva,blau,1720
kkatamina,blau,3180
koil,blau,8627
Kongfue,blau,1025
KristoferYee,blau,4066
Kyedae,blau,1312
Kyle,blau,8215
kyliebitkin,blau,7526
lilypichu,blau,3511
LIRIK,blau,1953
loltyler1,blau,1139
LunaOni,blau,4829
LVNDMARK,blau,524
Lysium,blau,7310
Masayoshi,blau,1682
MattRP,blau,2512
maximusblack,blau,1124
midbeast,blau,581
Ming,blau,861
Mizkif,blau,2235
MOONMOON,blau,1648
Myth,blau,656
Natsumiii,blau,3389
neutreN,blau,3467
NICKMERCS,blau,835
Nidas,blau,9149
Ninja,blau,740
Nmplol,blau,2405
PENTA,blau,5575
pokelawls,blau,1514
QTCinderella,blau,2979
QuarterJade,blau,1495
Quin69,blau,641
Ramee,blau,14361
RatedEpicz,blau,14411
Ray__C,blau,16650
richwcampbell,blau,516
roflgator,blau,1093
ROSHTEIN,blau,669
ShahZaM,blau,587
Shotz,blau,4943
sneakylol,blau,535
sodapoppin,blau,5972
Spaceboy,blau,3370
Ssaab,blau,12391
starsmitten,blau,1453
SteveSuptic,blau,677
summit1g,blau,8300
Sykkuno,blau,21775
TenZ,blau,514
Tfue,blau,584
TheGeekEntry,blau,540
TinaKitten,blau,3944
Towelliee,blau,560
Trainwreckstv,blau,2536
UberHaxorNova,blau,3296
VALORANT,blau,1848
Whippy,blau,12791
willneff,blau,909
Wolfabelle,blau,3959
xChocoBars,blau,1381
xQc,blau,17477
yvonnie,blau,2621
Zerkaa,blau,3039
Ziggy,blau,1731
Destroy,Blazt,829
newbz,Blazt,573
Repullze,Blazt,538
scump,Blazt,1430
xQc,Blazt,633
Amaru,BLAZX,5483
aminematue,BLAZX,2776
bichouu_,BLAZX,8141
chowh1,BLAZX,673
Domingo,BLAZX,544
DVM_Medja,BLAZX,6529
Fakemonster,BLAZX,3030
Gotaga,BLAZX,2160
JLTomy,BLAZX,11610
Jolavanille,BLAZX,611
Kamet0,BLAZX,1505
Kaydop,BLAZX,660
LeBouseuh,BLAZX,847
Locklear,BLAZX,817
Minos,BLAZX,982
Nateos,BLAZX,5528
otplol_,BLAZX,1401
Pollynette,BLAZX,2085
Sardoche,BLAZX,753
SolaryFortnite,BLAZX,757
Squeezie,BLAZX,1368
YoMax,BLAZX,525
ZeratoR,BLAZX,536
Zwave69,BLAZX,3272
Fextralife,BLCK_Taisheen,751
Coreano,BLDCS,1250
frttt,BLDCS,1225
Gaules,BLDCS,1168
Michel,BLDCS,691
paulanobre,BLDCS,515
sacy,BLDCS,1405
Tixinhadois,BLDCS,683
VALORANT_BR,BLDCS,1476
AlphaCast,BlitzStream,613
AntoineDaniel,BlitzStream,1549
BotezLive,BlitzStream,544
Chess,BlitzStream,630
chessbrah,BlitzStream,591
CrocodyleTV,BlitzStream,716
Domingo,BlitzStream,2977
DrFeelgood,BlitzStream,682
Etoiles,BlitzStream,2001
Gotaga,BlitzStream,2549
jbzzed,BlitzStream,685
Joueur_du_Grenier,BlitzStream,1086
Kamet0,BlitzStream,2492
Kaydop,BlitzStream,1315
LittleBigWhale,BlitzStream,599
Locklear,BlitzStream,879
mistermv,BlitzStream,2291
OgamingSC2,BlitzStream,533
otplol_,BlitzStream,4464
Sardoche,BlitzStream,5780
shisheyu,BlitzStream,729
SixenTv,BlitzStream,591
slipix,BlitzStream,785
Squeezie,BlitzStream,1057
Xari,BlitzStream,1206
actingliketommy,BLOU,635
Arab,BLOU,830
AZRA,BLOU,616
BigEx,BLOU,2580
Clix,BLOU,4457
ImperialHal__,BLOU,1184
Keife_,BLOU,1669
Kyedae,BLOU,1120
Mizkif,BLOU,1340
Mobuckets,BLOU,2700
RatedEpicz,BLOU,713
Repullze,BLOU,540
scump,BLOU,1108
sinatraa,BLOU,892
Tyceno,BLOU,6968
x2Twins,BLOU,862
xQc,BLOU,6108
albislol,blusewilly_retry,1521
bbbb87,blusewilly_retry,2502
beatberry_314,blusewilly_retry,1122
beryl_lulu,blusewilly_retry,7085
boxbox,blusewilly_retry,640
breeze0920,blusewilly_retry,554
brothers_baseball,blusewilly_retry,1771
carry_game,blusewilly_retry,4395
crazyfacetw,blusewilly_retry,852
Distortion2,blusewilly_retry,611
failverde,blusewilly_retry,7003
franchiseglobalart,blusewilly_retry,1317
gearbaby1010,blusewilly_retry,2476
iiTzTimmy,blusewilly_retry,1638
ImperialHal__,blusewilly_retry,1417
itsHafu,blusewilly_retry,640
jielun1215,blusewilly_retry,571
kannachan524,blusewilly_retry,1992
kentung,blusewilly_retry,2420
lyon3k,blusewilly_retry,2328
Maximilian_DOOD,blusewilly_retry,551
mayapie1,blusewilly_retry,628
mobilmobil,blusewilly_retry,10752
momo_sports,blusewilly_retry,1474
nein1203,blusewilly_retry,2102
NeVeR_LosEs,blusewilly_retry,3432
Nightblue3,blusewilly_retry,632
relaxing234,blusewilly_retry,6701
restiafps,blusewilly_retry,4621
robcdee,blusewilly_retry,540
shuteye_orange,blusewilly_retry,7414
sixwong,blusewilly_retry,9493
slrabbit99,blusewilly_retry,2861
sodapoppin,blusewilly_retry,556
sweetcampercs,blusewilly_retry,4064
takesipon,blusewilly_retry,8263
Thijs,blusewilly_retry,552
uzra,blusewilly_retry,6746
vei,blusewilly_retry,1821
wayne75525,blusewilly_retry,2205
wtf_winds123,blusewilly_retry,6789
xhibaoger,blusewilly_retry,3894
xQc,blusewilly_retry,748
yuniko0720,blusewilly_retry,4203
AdmiralBahroo,bmkibler,620
Amaz,bmkibler,554
AsmodaiTV,bmkibler,1630
Asmongold,bmkibler,932
CohhCarnage,bmkibler,974
crokeyz,bmkibler,564
Day9tv,bmkibler,850
Doublelift,bmkibler,508
FenoHS,bmkibler,1681
Fextralife,bmkibler,1017
Grubby,bmkibler,599
itsHafu,bmkibler,2301
LIRIK,bmkibler,800
nl_Kripp,bmkibler,3903
NoHandsGamer,bmkibler,1153
purple_hs,bmkibler,739
RedBeard,bmkibler,829
Savjz,bmkibler,1834
shtan_udachi,bmkibler,522
Sjow,bmkibler,1931
Slysssa,bmkibler,1420
sneakylol,bmkibler,552
sodapoppin,bmkibler,849
SunBaconRelaxer,bmkibler,1731
Thijs,bmkibler,3756
tyler_ygg,bmkibler,1078
VALORANT,bmkibler,519
xQc,bmkibler,670
39daph,bnans,3408
A_Seagull,bnans,540
Acie,bnans,720
AdmiralBahroo,bnans,1125
AdmiralBulldog,bnans,591
AdrianaChechik_,bnans,558
Agustabell212,bnans,1246
Albralelie,bnans,1016
Alinity,bnans,1773
Amouranth,bnans,2315
AnneMunition,bnans,1041
AnnieFuchsia,bnans,979
Anthony_Kongphan,bnans,4594
AnthonyZ,bnans,2085
Apryze,bnans,925
AquaFPS,bnans,628
AriaSaki,bnans,1872
ArrumieShannon,bnans,546
artesianbuilds,bnans,633
ash,bnans,597
Asmongold,bnans,3854
AsunaWEEB,bnans,2920
Autumn,bnans,654
AverageJonas,bnans,4256
B0aty,bnans,610
bananabrea,bnans,635
beatberry_314,bnans,552
Beaulo,bnans,566
Becca,bnans,708
BeyondTheSummit,bnans,653
biotox,bnans,513
blau,bnans,842
BLCK_Taisheen,bnans,778
BobRoss,bnans,523
BotezLive,bnans,1343
boxbox,bnans,2784
