Channel_Name,Language,Tags,Last Played Game,Game ID
freakazoid,en,"['BOOMER', 'ADHD', 'WORKOUT', 'gym', 'Hottub', 'English', '420', 'pro']",Counter-Strike,32399
gamergirl,en,['English'],League of Legends,21779
geefe,pt,"['Study', 'Pomodoro', 'Livros', 'Literatura', 'Sprints', 'CoWorking', 'CoStudy', 'Foco', 'studyWithMe', 'Português']",Just Chatting,509658
gnu_live,de,"['safeplace', 'safezone', 'safetalk', 'verbündete', 'safespace', 'Deutsch', 'horrorgamestreamer', 'Horror', 'cozygaming', 'Storygames']",Games + Demos,66082
fortnite,en,"['Esports', 'English']",Fortnite,33214
gabi,en,gabi,gabi,gabi
greenish,en,['English'],Grand Theft Auto V,32982
gronkh,de,"['TollerStream', 'SoEinTollerStream', 'EinfachNurToll', 'Wirklich', 'toll', 'Deutsch']",Just Chatting,509658
glorious_e,en,"['PVP', 'Vibes', 'Chill', 'Smile', 'PVE', 'English', 'Türkiye', 'Danmark', 'EFT', 'tarkov']",Escape from Tarkov,491931
gobgg,fr,['Français'],League of Legends,21779
gloriamatvien,en,"['kpop', 'irl', 'dance', 'English', '댄스', 'Русский']",Just Chatting,509658
gn_gg,ru,['Русский'],Casino Simulator,1506110656
godhunt,uk,"['Українська', 'losestreak', 'ToxicStreamer', 'crying', 'helpme']",Dota 2,29595
gamesdonequick,en,"['English', 'speedrun', 'FrameFatales', 'Rerun']",Special Events,509663
ggwplanaya,ru,"['Русский', 'perfect', 'перфект']",Dota 2,29595
genius_mad,ko,['한국어'],Path of Exile,29307
gordaopd,pt,"['Português', 'CPXTATEGA', 'cpx', 'Elements']",Virtual Casino,29452
gotaga,fr,['Français'],Call of Duty: Modern Warfare III,1337444628
fuji720x,en,"['English', 'Football', 'eafc24']",EA Sports FC 24,143106037
gearbaby1010,zh,"['主打技術', '顏值還行', '中文', '棋靈王']",Teamfight Tactics,513143
foxenkin,en,"['ASMR', 'tingles', 'Relax', 'satisfying', 'ADHD', 'CuteStreamer', 'English', 'Cozy']",ASMR,509659
froggen,en,"['English', 'Anivia', 'leagueoflegends', 'Froggen']",League of Legends,21779
frost_,en,"['English', 'Rust', 'Frost', 'DropsEnabled']",Rust,263490
ggbb528,zh,"['中文', 'English', '한국어', '訂閱免廣告', '日文']",League of Legends,21779
gladd,en,"['English', 'Relatable', 'Chill', 'ChallengeRun', 'Unfiltered']",Black Myth: Wukong,519291
foolish,en,['English'],Just Chatting,509658
forsen,en,['English'],Black Myth: Wukong,519291
froste,en,['English'],froste,froste
frttt,pt,"['Português', 'valorant', 'fps']",Black Myth: Wukong,519291
gackt_n,ja,['日本語'],Super Smash Bros. Ultimate,504461
gernaderjake,en,"['Community', 'Hype', 'Destiny', 'TrialsofOsiris', 'Friendly', 'English', 'Bungie']",Destiny 2,497057
granny,en,"['denab', 'Old', 'iAppreciateit', 'English']",Crime Scene Cleaner,343455332
gratis150ml,pt,"['Gratis', 'LOL', 'Português', 'RPG', 'pilates', 'wow', 'Tibia', 'Ravendawn']",Mechabellum,515881069
forweark,es,"['Slots', 'Español', 'charlar']",Slots,498566
francoescamillalive,es,['Español'],Always On,499973
garenatw,zh,['電競'],League of Legends,21779
generalqw,ru,"['дофаминовыекачели', 'Украина', 'Русский']",Casino Simulator,1506110656
georgenotfound,en,['English'],Just Chatting,509658
goes_x,es,"['CHARLANDO', 'Español', 'gameplays']",Grand Theft Auto V,32982
gronkhtv,de,['Deutsch'],Kingdoms of Amalur: Reckoning,27340
gskianto,it,['Italiano'],I'm Only Sleeping,498592
fuslie,en,['English'],fuslie,fuslie
gabbodsq,it,"['GaBBoDSQ', 'Italiano']",Black Myth: Wukong,519291
galeguins,pt,['Português'],Grand Theft Auto V,32982
gaules,pt,"['Português', 'brazil', 'Portugues', 'Brasil']",Counter-Strike,32399
geksagen,ru,"['Россия', 'Украина']",Just Chatting,509658
gluhammer,pl,['Polski'],Teamfight Tactics,513143
gmhikaru,en,"['Strategy', 'Competitive', 'English', 'FamilyFriendly']",Chess,743
gonsabellla,es,['Español'],IRL,509672
fr_zod,fr,fr_zod,Just Chatting,509658
fyrexxx,hu,"['Nessaj', 'Magyar']",F1 24,627798963
grimnax,tr,"['türkçe', 'Türkçe', 'Turkish', 'variety']",Grand Theft Auto V,32982
grapplr,en,['English'],Black Myth: Wukong,519291
grimmmz,en,"['Solo', 'English', 'Chıll', 'Hardcore', 'fps', 'Shooter', 'RPG', 'Adventure']",Black Myth: Wukong,519291
general_hs_,ru,"['GIGAEBIR', 'GIGACHAD', 'FSOLAGAMING', 'BALD', 'LOL', 'Русский', 'WEAKSIDEKING', 'English', 'highskill']",League of Legends,21779
grenbaud,it,"['Cabaret', 'Improvvisazione', 'Pectus', 'Stempia', 'Italiano']",Just Chatting,509658
fpsthailand,th,"['ไทย', 'ภาษาไทย']",PUBG: BATTLEGROUNDS,493057
genburten,en,"['English', 'apex', 'Controller', 'apexlexgends', 'apexrankedgrind']",Apex Legends,511224
franio,pl,"['IRL', 'Polski']",Just Chatting,509658
gamersclubcs,pt,"['Esports', 'Português']",Counter-Strike,32399
germench,de,"['Deutsch', 'Speedrun', 'Esports']",Special Events,509663
gingitv,en,"['English', 'worldoftwarcraft', 'DropsEnabled']",World of Warcraft,18122
folagorlives,es,"['Español', 'drops']",Black Myth: Wukong,519291
fragolaqt,it,"['challenger', 'Italiano']",League of Legends,21779
gingy,en,"['FPS', 'Chill', 'Solo', 'ADHD', 'Tarkov', 'PvP', 'English', 'oncehuman']",Escape from Tarkov,491931
goncho,es,['Español'],Just Chatting,509658
gorgc,en,['English'],Dota 2,29595
franchiseglobalart,zh,franchiseglobalart,Just Chatting,509658
gabbydm,en,"['gabby', 'black', 'gta', 'gabbydm', 'gtarp', 'D10', 'District10', 'English']",Grand Theft Auto V,32982
gp_tv,en,"['English', 'GirlsPlay', 'Comedy', 'Horror', 'roulette', 'ChatInteraction', 'Randomized']",The Wendigo,496102
grendy,pl,"['Polski', 'aktorstwogłosowe', 'CoCoRP', 'GTAvRP', 'grendy', 'Grendy', 'odgrywanieról', 'odgrywanieroli', '5city', 'minecraft']",Just Chatting,509658
fresh,en,fresh,Fortnite,33214
gius,fr,['Français'],Delta Force,1282866981
haxxnini,ko,['한국어'],Just Chatting,509658
horcus,es,"['Español', 'España', 'Valorant', 'Radiant', 'Multiplayer', 'Gaming', 'Competitivo', 'Spanish', 'English', 'Competitive']",VALORANT,516575
igorghk,ru,"['Русский', 'интерактив', 'igorghk', 'динамо']",Games + Demos,66082
iltw1,ru,['Русский'],Dota 2,29595
hjune,en,"['rust', 'hjune', 'pvp', 'survival', 'interactive', 'English']",VALORANT,516575
hutchmf,en,"['English', 'DropsEnabled']",Arena Breakout: Infinite,401587136
hyren7,ko,['한국어'],Just Chatting,509658
ifrostbolt,en,"['spanish', 'community', 'pVp', 'VIbes', 'destiny2', 'Horror', 'PvE', 'English']",Black Myth: Wukong,519291
gsmvoid,en,"['English', 'DropsEnabled']",Spectre Divide,1451084268
h920103,ko,['한국어'],Minecraft,27471
heystan,de,"['Lehrreich', 'MitZuschauerSpielen', 'Mobile', 'Fuchsmädchen', 'Deutsch', 'German', 'NoFilter', 'berghain']",Special Events,509663
hisandherslive,en,"['Chatty', 'English', 'Tournament', 'CoupleGamers', 'tournaments', 'Ambassadors', 'CommunityGames', 'DropsEnabled']",Apex Legends,511224
icemanisaac,en,"['English', 'Veteran', 'warzone']",Call of Duty: Warzone,512710
ikitty,en,"['nopixel', 'GTAV', 'GTAStreamer', 'GTARP', 'Redline', 'girlgamers', 'English', 'Filipina']",PlateUp!,1115711128
ilame,ru,"['шизофрения', 'длявсейсемьи', 'умиротворение', 'noagressive', 'фокусы', 'никакойполитики', 'asmr', 'BASED', 'БазированнаяЛичность', 'УВЫ']",Path of Exile,29307
imfiredup,en,"['English', 'mage']",World of Warcraft,18122
guanweiboy,zh,['中文'],League of Legends,21779
guit88man,ru,"['Русский', 'caliberdrops']",Project MALLOW,1363386179
hiko,en,['English'],VALORANT,516575
hirona,en,"['English', 'Roleplay', 'GrandTheftAutoV', 'NoPixel', 'Comedy', 'Storytelling']",Grand Theft Auto V,32982
harbleu,en,"['English', 'DropsEnabled']",Overwatch 2,515025
heikki360es,es,"['jeidi', 'heikki360', 'heikki', 'jeidi360', 'iracing', 'assettocorsa', 'assettocorsacompetizione', 'gt7', 'f1', 'Español']",GeoGuessr,369418
hejin0_0,ko,['한국어'],Just Chatting,509658
hekokitaiworld,ja,['日本語'],Pawafuru Puro Yakyuu 2024-2025,1183847148
gustavocsgoyt,es,"['roleplay', 'gustavocsgo', 'Gustavo', 'RP', 'GTAV', 'serversrp', 'Español', 'Bellum']",Grand Theft Auto V,32982
guzu,en,"['English', 'DropsEnabled']",Just Chatting,509658
h3h3productions,en,['English'],Just Chatting,509658
hachubby,en,"['English', 'Variety', 'gaming']",Just Chatting,509658
illojuan,es,['Español'],Just Chatting,509658
ilmasseo,it,"['sarcasmo', 'Italiano', 'stronglanguage']",Sports,518203
iamcristinini,es,['Español'],League of Legends,21779
idreau_,fr,['Français'],F1 Manager 2024,1863055416
imaqtpie,en,['English'],Teamfight Tactics,513143
gunguno,zh,"['顏值', '射擊', '幽默', '大談', '中文', '勞工', '錢來就幹', '夾娃娃', '掉宝開启']",Just Chatting,509658
heyar,fr,"['survie', 'coop', 'eco', 'irl', 'RP', 'simulateur', 'Français']",Dr GreenStuff,499734
holak1337,pl,['Polski'],Just Chatting,509658
hype,tr,['Türkçe'],Just Chatting,509658
guddummit,ru,['Русский'],Hearthstone,138585
hastad,pt,"['lol', 'Challenger', 'Português', 'Español', 'Vayne']",League of Legends,21779
hellyeahplay,ru,"['Русский', 'Повтор']",Just Chatting,509658
ibai,es,"['Español', 'IRL', 'Chatting', 'KOI']",ELDEN RING,512953
icebergdoto,ru,"['meedorfeed', 'наборформы', 'iceberg', 'based', 'База', 'Русский']",Dota 2,29595
imls,en,"['English', '한국어Korean']",League of Legends,21779
heyimbee,en,"['English', 'ViewerRewards']",heyimbee,heyimbee
holisofi,es,"['Anime', 'Análisis', 'Español']",Just Chatting,509658
honeypuu,de,"['Deutsch', 'English']",Just Chatting,509658
iateyourpie,en,"['Comfy', 'Challenge', 'English']",Nancy Drew: Curse of Blackmoor Manor,16394
heitir,pt,"['Português', 'humor', 'PositiveVibes', 'rir', 'Pai', 'alto']",Just Chatting,509658
igromania,ru,['Русский'],Icewind Dale: Enhanced Edition,488492
gutitubo,ja,['日本語'],VALORANT,516575
hannahxxrose,en,"['hannahxxrose', 'English', 'minecraft', 'Ally', 'Bedwars', 'awesome', 'gaming', 'LifestealSMP', 'lifesteal']",Minecraft,27471
hanryang1125,ko,['한국어'],Spelunky,22619
hc_dizee,de,['Deutsch'],iRacing,19554
iitztimmy,en,['English'],Apex Legends,511224
guanyar,es,['Español'],Just Chatting,509658
harmii,de,"['Deutsch', 'radiant']",League of Legends,21779
honeymad,ru,['Русский'],Special Events,509663
iinwafqht,ar,"['NQ', 'MT', 'saudiarabia', 'Arabic', 'arab', 'Nawaf']",Just Chatting,509658
hyperrattv,en,"['I', 'Am', 'In', 'Your', 'Walls', 'English']",Escape from Tarkov,491931
iblali,de,"['Deutsch', 'iblali', 'Vik']",Just Chatting,509658
harry,en,"['English', 'Cooked', 'NoPixel']",World of Warcraft,18122
hatsalsal,ko,"['korean', '한국어', '슬로우스타터']",Super Mario Maker 2,511399
hitpointcz,cs,"['Esporty', 'Liga', 'Čeština', 'EMEA', 'HTPNT', 'Slovenčina', 'LEC', 'Hitpoint']",League of Legends,21779
hungrybox,en,"['Jigglypuff', 'sub', '2', 'hbox', 'plz', 'and', 'ty', 'English', 'Español']",Super Smash Bros. Ultimate,504461
hanjoudesu,ja,['日本語'],VALORANT,516575
hinas3,ja,"['HiNas3', '香港', '台湾', '日本', '日本語', 'ひなす', '日本人', '顔出し']",Just Chatting,509658
hitchariide,en,['English'],Apex Legends,511224
ijenz,en,['English'],Just Chatting,509658
heavyrainism,ko,['한국어'],TEKKEN 8,538054672
homyatol,it,['Italiano'],Just Chatting,509658
iddqd,en,"['uwu', 'gigachad', 'aimbot', 'FPS', 'English', 'adhd', 'swedish', 'KEKW', 'pro', 'EnhancedBroadcasting']",Overwatch 2,515025
gsxrclyde,en,"['Campaign', 'English', 'PvE', 'PvE', 'English']",Black Myth: Wukong,519291
gtawiseguy,en,"['English', 'Roleplay']",Grand Theft Auto V,32982
gunnardota2,en,['English'],Dota 2,29595
handongsuk,ko,['한국어'],Just Chatting,509658
im_dontai,en,['English'],Black Myth: Wukong,519291
herdyn,cs,"['Čeština', 'Zprávy']",Just Chatting,509658
iaaras2,es,"['messiteamo', '420', 'lostdad', 'Español', 'mentallyill', 'depressed', 'PositiveVibes', 'nomom', 'Argentina']",Just Chatting,509658
iamsometimes,th,"['samsungmobile', 'ภาษาไทย']",Just Chatting,509658
ikeepittaco,en,"['Vtuber', 'Frog', 'Jordanian', 'Chill', 'Jhin', 'Four', 'SerialArtist', 'Gromp', 'English', 'Psychopath']",League of Legends,21779
hotted89,en,"['WarCraft', 'gta', 'Roleplay', 'RP', 'GTAV5', 'English', 'NoPixel', 'Dragonflight', 'Kaneshiro']",Grand Theft Auto V,32982
hycks_,fr,hycks_,hycks_,hycks_
ibabyrainbow,en,"['English', 'IRL', 'California']",Just Chatting,509658
guep,fr,['Français'],Minecraft,27471
h0llylp,de,"['soulslike', 'Challenge', 'horror', 'Sarkastisch', 'Deutsch']",Black Myth: Wukong,519291
hasanabi,en,"['news', 'politics', 'adhd', 'English', 'GamerRage']",Just Chatting,509658
hipudding1223,zh,"['聰明丁丁', '中文', '台語', '歹意馬欸通']",Mabinogi,20501
hera,en,"['English', 'RTS']",Age of Empires II,13389
hollywood285,it,"['hollywood285', 'Italiano', 'FC24']",EA Sports FC 24,143106037
huskerrs,en,['English'],Call of Duty: Warzone,512710
igestark,es,"['Español', 'poker', 'nlholdem', 'nl5', 'nl5poker', '6max']",VALORANT,516575
guhrl,en,"['Girl', 'Apex', 'FPS', 'Gamer', 'Gaming', 'English', 'Canada', 'Syria', 'DropsEnabled']",Apex Legends,511224
h2p_gucio,pl,['Polski'],Just Chatting,509658
hayashii,pt,"['Português', 'Brasil', 'PvP', 'fps', 'cod', 'variedades']",Just Chatting,509658
heideltraut,de,"['Deutsch', 'LuckyV', 'gtaroleplay', 'GTARP', 'ＧTA5', 'rainbowsixsiege', 'gta5rp']",Grand Theft Auto V,32982
imdbraz,pt,"['Português', 'crypto', 'trade', 'BTC', 'investimento']",Crypto,499634
gtimetv,de,"['Deutsch', 'KeineTipps', 'Pro', 'Grind', 'FirstPlaythrough', 'KeineSpoiler', 'KeineBackseatgaming']",Black Myth: Wukong,519291
guacamolemolly,ru,"['Русский', 'BOSS']",Just Chatting,509658
hbomb94,en,"['minecraft', 'English', 'Hardcore']",Minecraft,27471
hitboxking,es,"['Español', 'valorant', 'shooters']",VALORANT,516575
jasonsulli,en,"['English', 'corn', 'dad', 'closedcaptions']",Conan Exiles,493551
jerma985,en,"['English', 'CCOatOFFBRAND', 'RetiredArc', 'Retired']",Earth Defense Force 6,518402
inscope21tv,de,['Deutsch'],Call of Duty: Warzone,512710
insomniac,en,"['DJ', 'MusicEvents', 'MusicProduction', 'English', 'ElectronicMusic', 'DanceMusic']",Music,26936
its_iron,en,"['Iron', 'English', 'Warzone', 'MWIII']",Call of Duty: Warzone,512710
jacob4tv,pl,"['familyfriendly', 'gra', 'gaming', 'turniej', 'widzowie', 'nagrody', 'Polski', 'rodzina']",Fortnite,33214
jarnoopmeer,en,"['racing', 'f1', 'English']",Call of Duty: Modern Warfare III,1337444628
jasonr,en,"['CSGO', 'PRO', 'English']",Counter-Strike,32399
jmjdoc,ko,"['한국어', 'Vtuber', '개튜버']",Just Chatting,509658
jotacanario,es,['Español'],Need for Speed: Most Wanted,495711
incon,en,"['Tourettes', 'Viewerpoints', 'English', 'DropsOn']",SMITE,32507
inoiizy,de,"['Deutsch', 'NoiizY']",Counter-Strike,32399
iwdominate,en,"['Intellectual', 'Elderly', 'grumpy', 'ancient', 'fossil', 'English', 'Crack', 'TheSack']",League of Legends,21779
jaidefinichon,es,"['Chileno', 'Chile', 'Carpincho', 'Español', 'Ranked', 'Chıll', 'GOTH', 'Mowen', 'Drops']",Supermarket Together,942317893
japan_asmr,ja,"['English', 'Japanese', 'earlicking', '耳舐め', '囁き', '日本語']",ASMR,509659
jonathanong,en,"['English', 'Instrumental', 'Singing', 'production', 'TwitchRecap']",Music,26936
immarksman,en,"['FPS', 'CallofDuty', 'ModernWarfare2', 'modernwarfare', 'English', 'ModernWarfare3', 'ModernWarfareIII', 'cod', 'MW3']",Call of Duty: Modern Warfare III,1337444628
jaggerprincesa,es,['Español'],Just Chatting,509658
joewo,en,"['joewo', 'gaming', 'warzone', 'callofduty', 'English']",Call of Duty: Warzone,512710
joueur_du_grenier,fr,"['Français', 'JDG']",Just Chatting,509658
inkiiing,zh,"['隨你問', '聊天', '小墨', '人妻', '御姊', '貓', '中文']",Just Chatting,509658
ipav999,en,"['English', 'Teemo', 'Educational', 'Toplane', 'leagueoflegends', 'Duolingo', 'Starcraft', 'TowerDefence']",StarCraft,11989
isamu,pl,"['Aktorstwogłosowe', 'Polski']",Just Chatting,509658
jbzzed,fr,['Français'],VALORANT,516575
jeffhoogland,en,"['English', 'DropsEnabled']",Marvel Snap,1743359147
jpctheman_,en,['English'],World of Warcraft,18122
imviolet_,it,"['Italiano', 'horrorgames']",Just Chatting,509658
jankz,en,['English'],Apex Legends,511224
jennyan,de,['Deutsch'],Just Chatting,509658
jltomy,fr,"['Français', 'Joblife']",Just Chatting,509658
johnny3047258,ko,"['한국어', '데빌헌터']",Lost Ark,490100
juice,ru,['Русский'],Special Events,509663
ipproducoes,pt,['Português'],Minecraft,27471
ironmouse,en,"['Anime', 'Singing', 'PuertoRico', 'vshojo', 'Latino', 'vtuber', 'English']",Just Chatting,509658
itsjstn,en,"['English', 'Pro']",Rocket League,30921
japanese_restream,ja,"['日本語', 'Speedrun', 'RTA']",FINAL FANTASY,7689
jccaylen,en,"['IRL', 'English']",LOCKDOWN Protocol,144418804
jericho,en,"['variety', 'NA', 'English', 'casual', 'silver', 'react']",Black Myth: Wukong,519291
insym,en,['English'],Seeing Things,1686435491
itshafu,en,['English'],Among Us,510218
jimrsng,es,"['Humor', 'Clip', 'World', 'Jim', 'JimRising', 'multiplayer', 'Español', 'Gaming', 'gamer', 'streamer']",Black Myth: Wukong,519291
inseq,ru,['Русский'],Escape from Tarkov,491931
itmejp,en,"['JackBlack', 'English', 'BackseatingAlwaysFineYEP', 'FallsForDeezNutsJokes', 'unc', 'DadVibes', 'Dog', 'UnBannedFromItaly', 'NoSpoilers']",Just Chatting,509658
jeathebelle,en,"['English', 'NoBackseating']",ELDEN RING,512953
jessirocks,de,['Deutsch'],Diablo IV,515024
joe_bartolozzi,en,['English'],Nintendo Switch Sports,2044170173
jrkz,tr,['Türkçe'],Just Chatting,509658
jonthebroski,en,"['Roleplay', 'English']",Grand Theft Auto V,32982
imnio,en,['English'],Call of Duty: Warzone,512710
inet_saju,pl,['Polski'],Black Myth: Wukong,519291
iskall85,en,"['English', 'minecraft', 'hermitcraft', 'iskall85', 'vaulthunters']",Minecraft,27471
itswill,en,"['tomfoolery', 'hijinks', 'wisecracks', 'Evil', 'English', 'Trickster']",Old School RuneScape,459931
jielun1215,zh,"['眼鏡噴飛到大海', 'APEX選手最老', '滷味好吃', '史上最恨外掛', '我只是一塊跳墊', '波黑大將軍', 'DROP', '中文']",Lost Ark,490100
jongie,zh,"['Taiwan', '中文']",League of Legends,21779
joeykaotyk,en,"['adhd', 'anime', 'irl', 'hiphop', 'Taiwan', 'Japan', 'English', '中文', 'W', 'LOUD']",Just Chatting,509658
impulsesv,en,['English'],Minecraft,27471
itsraikz,es,"['Español', 'GTAV', 'Roleplay', 'Forasteros']",Grand Theft Auto V,32982
itsryanhiga,en,"['english', 'English']",Just Chatting,509658
jeffaocs,pt,"['Apostas', 'Português', 'poker', 'GGpoker']",Poker,488190
jeffnam1129,zh,['中文'],ELDEN RING,512953
jinnytty,en,"['Outdoors', 'Travel', 'Exploration', 'IRL', 'Food', 'Variety', 'English', 'Asian', 'Cosplay', 'Japan']",Just Chatting,509658
jackeyy,th,"['ไทย', 'ภาษาไทย']",Grand Theft Auto V,32982
jiozi,it,"['Gratis', 'Fortnite', 'jiozi', 'Italiano', 'partiteconglispettatori', 'battleroyale', 'fortniteita']",Fortnite,33214
johnwolfe,en,['English'],Dead by Daylight,491487
jorbs,en,"['spire', 'ascension20', 'English', 'boardgame', 'boardgames', 'slaythespire']",Slay the Spire,496902
josplay,fr,"['HorriblePersonnage', 'Malveillant', 'Bienveillant', 'FamilyFriendly', 'HommeSexy', 'Français']",Sekiro: Shadows Die Twice,506415
jugipelaa,fi,"['Suomi', 'thisistheway', 'kypros', 'English']",Escape from Tarkov,491931
jezuzjrr,it,"['JezuzJrr', 'Italiano', 'calldofduty', 'English', 'spanish']",Call of Duty: Warzone,512710
jolavanille,fr,['Français'],Grand Theft Auto V,32982
izakooo,pl,['Polski'],Counter-Strike,32399
jamezconer,th,"['ไทย', 'ภาษาไทย', 'Rerun']",VALORANT,516575
jankos,en,"['English', 'Educational', 'stupidstreamer', 'downbad', 'Pepega', 'ADHD']",League of Legends,21779
jasper7se,ja,['日本語'],League of Legends,21779
jcorko_,es,"['Español', 'Roleplay']",Just Chatting,509658
jeeltv,fr,"['francais', 'Français']",Just Chatting,509658
joshog,en,"['English', 'smallweeweegang', 'ducks', 'ducksflytogether']",Escape from Tarkov,491931
jonbams,en,['English'],Minecraft,27471
imsofresh,fr,['Français'],Teamfight Tactics,513143
itssammyp,en,"['UK', 'FPS', 'Tarkov', 'Marmalade', 'English']",Escape from Tarkov,491931
izunatop,it,"['Italiano', 'italia', 'RP', 'gta', 'GTAⅤ', 'ＧTA5', 'Roleplay', 'Fortnite', 'PvP']",Grand Theft Auto V,32982
jay3,en,"['FPS', 'Shooter', 'Multiplayer', 'English', 'DropsEnabled']",Overwatch 2,515025
jimmyboyyy,fr,"['JimmyBoy', 'Luiji', 'Minecraft', 'Français', 'Chill', 'MarioKart']",Tavern Manager Simulator,1746823347
jinu6734,ko,['한국어'],Just Chatting,509658
inecr7024,ko,['한국어'],Just Chatting,509658
jackmanifoldtv,en,['English'],Just Chatting,509658
jakenbakelive,en,"['English', 'Travel', 'Exploration', 'Japan', 'Anime', 'China', 'Cars', 'IRL', 'SocialEating', 'Motorsports']",jakenbakelive,jakenbakelive
jdm2088,ko,['한국어'],Just Chatting,509658
jendenise,en,"['CrazyCatLady', 'Comfy', 'English', 'bisexualpanic', 'adhdbrain', 'halfkorean', 'Fibromyalgia', 'AskBeforeBackseating']",FINAL FANTASY XIV ONLINE,24241
jimmyconrad,en,jimmyconrad,Sports,518203
improbzz,en,"['English', 'DBD', 'LoFi', 'Competitive']",Dead by Daylight,491487
isvolcano,es,"['ManadaArmy', 'Español', 'DropsActivados']",Rust,263490
javiermtz,es,"['spanish', 'Español', 'valorant', 'soymuybueno', 'hola', 'jajajajaja']",Just Chatting,509658
jesusavgn,ru,"['Легенда', 'Лучший', 'Красивый', 'Крутой', 'Смешной', 'Умный', 'Русский', 'Украинский']",Just Chatting,509658
jokerdtv,en,"['PVE', 'PVP', 'MMORPG', 'Leveling', 'English']",World of Warcraft,18122
imperialhal__,en,['English'],Apex Legends,511224
jahrein,tr,"['turkey', 'turkish', 'türkçe', 'Türkçe']",Special Events,509663
jeanmago,pt,"['Português', 'Jayce', 'irelia', 'chorão', 'top1', 'KR', 'faker', 'yasuo']",League of Legends,21779
jeensoff,ru,"['Ukraine', 'Русский']",Black Myth: Wukong,519291
jelty,es,['Español'],Fortnite,33214
juansguarnizo,es,['Español'],Just Chatting,509658
kamikatze,de,['Deutsch'],Just Chatting,509658
kamiyu666,zh,"['恐怖遊戲', '手殘', '醜男', '非主流', '雜魚', '笨蛋', '腦包', '中文']",Games + Demos,66082
kragiee,en,['English'],World of Warcraft,18122
kephrii,en,"['English', 'Widowmaker', 'ClosedCaptions', 'Ranked', 'Competitive', 'DPS', 'Grandmaster', 'Top500', 'Overwatch', 'DropsEnabled']",Overwatch 2,515025
kiva,en,"['English', 'bad', 'cute', 'lol', 'Cozy', 'cringe', 'nice']",Grand Theft Auto V,32982
kr1stw,zh,"['六九大將軍', '沒有興趣', '嚴厲斥責', '天地良心', '嚴肅', '收看此台以獲得更多健康小秘訣', '中文', '陳男請認罪']",Just Chatting,509658
kamet0,fr,['Français'],Just Chatting,509658
karmikkoala,ru,['Русский'],Black Myth: Wukong,519291
kennystream,fr,"['Français', 'RLTS']",Diplomacy is Not an Option,565407844
kamolrf,de,"['Deutsch', 'kamo', 'lrf', 'kamolrf', 'ghostkamo']",VALORANT,516575
kaydop,fr,['Français'],F1 24,627798963
kayzahr,de,"['Deutsch', 'eldenlord', 'Competition', 'warzone', 'calldofduty']",Call of Duty: Warzone,512710
kiguniin,fr,"['francais', 'fr', 'warzone', 'a', 'Français']",Call of Duty: Warzone,512710
kkatamina,en,"['Chill', 'English', 'Comfy']",VALORANT,516575
julien,en,"['English', 'rats', 'Ally', 'short', 'Husband', 'ACTUALTRUCKER', 'babysafe', 'soyboy', 'Aries', 'blackbelt']",Fall Guys,512980
k1ng,es,['Español'],Fortnite,33214
kalei,en,"['Metal', 'Furry', 'GIGACHAD', 'Slay', 'Unholy', 'NoShowerChallenge', 'Satanic', 'Daddy', 'Bussy', 'ENGLISH']",Just Chatting,509658
knueppelpaste,de,"['Lehrreich', 'eigentlichganznett', 'Multiplayer', 'Deutsch', 'SEINICHTDUMM', 'IdiotStreamer', 'nichtdeinebitch', 'einfachichselbst', 'PvP']",Escape from Tarkov,491931
krawkmc,pt,['Português'],Just Chatting,509658
klauslol1,pt,['Português'],League of Legends,21779
karlnetwork,en,['English'],Squad Busters,788447527
kennzy,pt,['Português'],League of Legends,21779
kimdduddi,ko,['한국어'],Just Chatting,509658
kranichhs,ko,['한국어'],Just Chatting,509658
kutcherlol,de,"['hammergeil', 'superintelligent', 'bescheiden', 'Deutsch']",League of Legends,21779
kariyu,en,"['English', 'circleclicker', 'baimo']",osu!,21465
kentung,zh,"['白熊幫主', '訂閱支持', '中文', '遊戲玩家']",Lost Ark,490100
king_spb,ru,['Русский'],Heroes of Might and Magic III: The Restoration of Erathia,12839
kinstaar,fr,"['Français', 'DropsActivés']",Apex Legends,511224
kiss_850722,zh,['中文'],Just Chatting,509658
konvy,en,['English'],Just Chatting,509658
kurt0411,en,"['football', 'sports', 'kurt0411', 'messi', 'English', 'premierleague', 'championsleague', 'laliga', 'euro2024']",Sports,518203
k3soju,en,['English'],Teamfight Tactics,513143
kannachan524,zh,"['中文', '日本語']",VALORANT,516575
karacorvus,en,"['DangerNoodle', 'SheHer', 'English', 'MonsterGirls', 'Vtuber']",Among Us,510218
kubon_,pl,"['Polski', 'Tęcza', 'vtuber', 'minecraft', 'shaco']",Teamfight Tactics,513143
jungtaejune,ko,['한국어'],Just Chatting,509658
karasmai,en,"['English', 'kayn']",League of Legends,21779
kruzadar,en,"['NoBackseating', 'comedy', 'notsweaty', 'chill', 'variety', 'interactive', 'benis', 'English', 'stinky']",Black Myth: Wukong,519291
jukeyz,en,['English'],Call of Duty: Warzone,512710
kiwo,en,['English'],Ooblets,495934
ko0416,zh,"['中文', '启用掉宝']",Zenless Zone Zero,456845141
katevolved,en,"['ADHD', 'Vtuber', 'MANIC', 'Psychosis', 'English', 'GODCOMPLEX', 'Femboy', 'Furry', 'Gaslighting', 'Manipulator']",League of Legends,21779
kimdoe,ko,['한국어'],Just Chatting,509658
